2006-07-06 15:36:41,0,2993,0,NO
2006-07-11 18:30:28,0,2262,0,NO
2006-07-11 19:30:46,0,2345,0,NO
2006-07-11 20:30:35,0,2267,0,NO
2006-07-11 21:30:26,0,2443,0,NO
2006-07-11 22:31:10,0,1970,0,NO
2006-07-11 23:30:34,0,3167,0,NO
2006-07-12 00:30:36,0,2717,0,NO
2006-07-12 01:30:38,0,2532,0,NO
2006-07-12 02:31:40,0,1819,0,NO
2006-07-12 03:31:03,0,1807,0,NO
2006-07-12 04:30:28,0,1843,0,NO
2006-07-12 05:31:56,0,2121,0,NO
2006-07-12 06:30:30,0,1886,0,NO
2006-07-12 07:30:35,0,2200,0,NO
2006-07-12 08:30:45,0,4704,0,NO
2006-07-12 09:30:28,0,3833,0,NO
2006-07-12 10:31:37,0,11042,0,NO
2006-07-12 11:31:07,0,8902,0,NO
2006-07-12 12:30:37,0,2547,0,NO
2006-07-12 13:30:37,0,2447,0,NO
2006-07-12 14:30:30,0,3629,0,NO
2006-07-12 15:30:41,0,3488,0,NO
2006-07-12 16:30:29,0,6536,0,NO
2006-07-12 17:30:34,0,1973,0,NO
2006-07-12 18:30:26,0,2464,0,NO
2006-07-12 19:30:43,0,7125,0,NO
2006-07-12 20:30:28,0,1929,0,NO
2006-07-12 21:30:29,0,2137,0,NO
2006-07-12 22:30:29,0,2067,0,NO
2006-07-12 23:30:32,0,2006,0,NO
2006-07-13 00:30:34,0,150455,0,NO
2006-07-13 01:30:30,0,1898,0,NO
2006-07-13 02:30:28,0,1909,0,NO
2006-07-13 03:30:28,0,2528,0,NO
2006-07-13 04:30:28,0,2212,0,NO
2006-07-13 05:30:28,0,2017,0,NO
2006-07-13 06:30:28,0,2172,0,NO
2006-07-13 07:30:27,0,1897,0,NO
2006-07-13 08:30:28,0,1896,0,NO
2006-07-13 09:30:44,0,2199,0,NO
2006-07-13 10:30:33,0,3350,0,NO
2006-07-13 11:30:36,0,2186,0,NO
2006-07-13 12:30:34,0,2144,0,NO
2006-07-13 13:30:34,0,2256,0,NO
2006-07-13 14:30:37,0,2969,0,NO
2006-07-13 15:30:29,0,2152,0,NO
2006-07-13 16:34:57,0,41065,0,YES
2006-07-13 17:30:31,0,2567,0,NO
2006-07-13 18:30:41,0,3519,0,NO
2006-07-13 19:30:30,0,2238,0,NO
2006-07-13 20:30:35,0,2314,0,NO
2006-07-13 21:30:30,0,2183,0,NO
2006-07-13 22:30:29,0,2050,0,NO
2006-07-13 23:30:27,0,2730,0,NO
2006-07-14 00:30:27,0,2300,0,NO
2006-07-14 01:30:30,0,2010,0,NO
2006-07-14 02:30:28,0,2511,0,NO
2006-07-14 03:30:27,0,2258,0,NO
2006-07-14 04:30:28,0,2271,0,NO
2006-07-14 05:30:27,0,1816,0,NO
2006-07-14 06:30:29,0,2052,0,NO
2006-07-14 07:30:27,0,2196,0,NO
2006-07-14 08:30:31,0,2743,0,NO
2006-07-14 09:30:31,0,1984,0,NO
2006-07-14 10:30:25,0,2720,0,NO
2006-07-14 11:30:30,0,2259,0,NO
2006-07-14 12:30:28,0,2844,0,NO
2006-07-14 13:30:40,0,2345,0,NO
2006-07-14 14:30:29,0,2662,0,NO
2006-07-14 15:30:46,0,2391,0,NO
2006-07-14 16:30:28,0,2532,0,NO
2006-07-14 17:30:30,0,2023,0,NO
2006-07-14 18:30:27,0,2111,0,NO
2006-07-14 19:30:30,0,3156,0,NO
2006-07-14 20:33:45,0,1967,0,NO
2006-07-14 21:33:51,0,2070,0,NO
2006-07-14 22:33:24,0,2201,0,NO
2006-07-14 23:33:25,0,2443,0,NO
2006-07-15 00:34:15,0,2853,0,NO
2006-07-15 01:42:07,0,6791,0,NO
2006-07-15 02:31:35,0,1833,0,NO
2006-07-15 03:36:36,0,1790,0,NO
2006-07-15 04:39:29,0,1950,0,NO
2006-07-15 05:36:03,0,1833,0,NO
2006-07-15 06:39:09,0,1797,0,NO
2006-07-15 07:30:27,0,2130,0,NO
2006-07-15 08:30:26,0,2295,0,NO
2006-07-15 09:30:30,0,4065,0,NO
2006-07-15 10:30:28,0,94925,0,NO
2006-07-15 11:30:27,0,1922,0,NO
2006-07-15 12:30:29,0,2983,0,NO
2006-07-15 13:30:29,0,2506,0,NO
2006-07-15 14:30:30,0,1861,0,NO
2006-07-15 15:30:27,0,1968,0,NO
2006-07-15 16:30:27,0,2501,0,NO
2006-07-15 17:30:32,0,3913,0,NO
2006-07-15 18:30:27,0,2215,0,NO
